Date,Children apprehended and placed in CBP custody*,Children in CBP custody,Children transferred out of CBP custody,Children in HHS Care,Children discharged from HHS Care,total_system_load,net_daily_intake,care_load_growth_rate_pct,positive_net_intake_flag,net_intake_direction,cumulative_net_intake_pressure,consecutive_positive_net_intake_days,backlog_indicator,backlog_severity_score,logical_constraint_anomaly_flag,year,month,month_name,year_month,day_of_week,rolling_7d_avg_system_load,rolling_7d_avg_net_intake,rolling_7d_avg_growth_rate_pct,rolling_7d_avg_backlog_severity,rolling_14d_avg_system_load,rolling_14d_avg_net_intake,rolling_14d_avg_growth_rate_pct,rolling_14d_avg_backlog_severity,system_load_vs_7d_avg_gap,system_load_vs_14d_avg_gap,net_intake_vs_7d_avg_gap,net_intake_vs_14d_avg_gap,above_7d_system_load_avg_flag,above_14d_system_load_avg_flag,positive_7d_net_intake_pressure_flag,positive_14d_net_intake_pressure_flag,rolling_pressure_level,rolling_7d_std_system_load,rolling_7d_std_net_intake,rolling_7d_std_growth_rate,rolling_14d_std_system_load,rolling_14d_std_net_intake,rolling_14d_std_growth_rate,rolling_7d_system_load_range,rolling_14d_system_load_range,rolling_7d_net_intake_range,rolling_14d_net_intake_range,system_load_volatility_flag,net_intake_volatility_flag,growth_rate_volatility_flag,volatility_pressure_score,volatility_pressure_level,daily_system_load_change,daily_net_intake_change,daily_growth_rate_change,daily_backlog_severity_change,daily_cbp_custody_change,daily_hhs_care_change,system_load_pct_change,net_intake_pct_change,cbp_custody_pct_change,hhs_care_pct_change,system_load_spike_flag,major_system_load_spike_flag,net_intake_spike_flag,major_net_intake_spike_flag,growth_rate_spike_flag,major_growth_rate_spike_flag,backlog_severity_jump_flag,system_load_change_direction,net_intake_change_direction,pressure_spike_score,pressure_spike_level,pressure_spike_risk_category,rolling_pressure_signal,volatility_pressure_signal,pressure_spike_signal,pressure_spike_risk_signal,high_load_signal,backlog_pressure_signal,logical_anomaly_signal,intake_pressure_signal,daily_pressure_signal_count,daily_strain_score,daily_strain_level,high_pressure_day_flag,severe_pressure_day_flag,pressure_window_break,pressure_window_id,prolonged_pressure_window_flag,prolonged_pressure_window_category,rolling_pressure_component_score,volatility_pressure_component_score,pressure_spike_component_score,daily_strain_component_score,load_intensity_component_score,net_intake_component_score,growth_pressure_component_score,backlog_component_score,window_pressure_component_score,critical_window_component_score,final_pressure_stress_score,final_pressure_stress_level,operational_response_category,primary_pressure_driver,final_pressure_priority_rank
2023-02-22,107,215,230,7978,232,8193,-2,-1.06,False,Relief: Discharges Exceed Transfers,-3658,0,No Current Backlog Pressure,0,True,2023,2,February,2023-02,Wednesday,8058.71,-60.57,1.02,0.14,7958.14,-133.86,0.26,0.07,134.29,234.86,58.57,131.86,True,True,False,False,Load Above Rolling Average,170.32685664696692,78.89202989499235,1.6239458119038337,212.78261103868184,103.95698603294994,2.625059287661188,539.0,677.0,212.0,331.0,Stable Load Volatility,High Intake Volatility,Moderate Growth Volatility,3,Moderate Volatility Pressure,-88.0,-6.0,-3.27,-1.0,-99.0,11.0,-1.0626735901461126,-150.0,-31.52866242038217,0.138069536839458,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,1,0,0,0,0,1,0,3,4,Moderate Daily Strain,1,0,6,6.0,1,High Prolonged Strain Window,0,5.0,0.0,4.0,6.34,0.04,0.91,0.0,7,0,2.67,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-02-23,101,162,178,7914,386,8076,-208,-1.43,False,Relief: Discharges Exceed Transfers,-3866,0,No Current Backlog Pressure,0,True,2023,2,February,2023-02,Thursday,8106.43,-80.0,0.62,0.14,7971.29,-129.07,0.2,0.07,-30.43,104.71,-128.0,-78.93,False,True,False,False,Normal Rolling Pressure,98.42231647827964,96.87276879150984,1.8521698986144155,214.06161175318888,98.35060070655727,2.65654830580942,275.0,677.0,212.0,331.0,Stable Load Volatility,High Intake Volatility,Moderate Growth Volatility,3,Moderate Volatility Pressure,-117.0,-206.0,-0.3699999999999999,0.0,-53.0,-64.0,-1.42804833394361,10300.0,-24.65116279069768,-0.8022060666833752,False,False,True,True,False,False,False,System Load Decrease,Net Intake Decrease,2,Moderate Pressure Spike,Moderate Spike Watch,0,1,1,1,0,0,1,0,4,6,High Daily Strain,1,1,6,6.0,1,High Prolonged Strain Window,0,5.0,3.33,6.0,6.22,4.47,1.23,0.0,7,0,3.91,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2023-02-26,99,190,176,7609,323,7799,-147,-3.43,False,Relief: Discharges Exceed Transfers,-4013,0,No Current Backlog Pressure,0,False,2023,2,February,2023-02,Sunday,8075.0,-100.57,-0.38,0.14,7985.21,-116.21,0.21,0.07,-276.0,-186.21,-46.43,-30.79,False,False,False,False,Normal Rolling Pressure,151.69926389625292,93.00870414976782,1.8798974136144464,193.70047399625253,80.65994961892476,2.6325787507918688,482.0,644.0,212.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,-277.0,61.0,-2.0,0.0,28.0,-305.0,-3.42991579990094,-29.326923076923077,17.28395061728396,-3.853929744756124,True,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,1,Moderate Pressure Spike,Moderate Spike Watch,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,6,6.0,1,High Prolonged Strain Window,0,3.33,1.67,4.0,5.94,3.16,2.96,0.0,7,0,2.89,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-02-27,167,239,166,7800,248,8039,-82,3.08,False,Relief: Discharges Exceed Transfers,-4095,0,No Current Backlog Pressure,0,False,2023,2,February,2023-02,Monday,8070.86,-95.43,-0.03,0.14,8006.43,-108.93,0.3,0.07,-31.86,32.57,13.43,26.93,False,True,False,False,Normal Rolling Pressure,152.3170252810713,92.87959435537516,2.2851362364304717,180.85213436809,78.64767030215232,2.7124888210637117,482.0,644.0,212.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,240.0,65.0,6.51,0.0,49.0,191.0,3.077317604821128,-44.21768707482994,25.78947368421052,2.510185306873436,True,False,False,False,True,True,False,System Load Increase,Net Intake Increase,3,High Pressure Spike,Multi-Factor Spike Risk,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,6,6.0,1,High Prolonged Strain Window,0,3.33,5.0,4.0,6.19,1.76,2.66,0.0,7,0,3.35,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-02-28,115,216,169,7896,200,8112,-31,0.91,False,Relief: Discharges Exceed Transfers,-4126,0,No Current Backlog Pressure,0,False,2023,2,February,2023-02,Tuesday,8086.0,-70.14,0.21,0.14,8023.36,-98.29,0.25,0.07,26.0,88.64,39.14,67.29,True,True,False,False,Load Above Rolling Average,150.04665940965927,80.37708747196665,2.282509062204928,178.6826181305196,78.37133362439319,2.688501461760828,482.0,644.0,212.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,73.0,51.0,-2.17,0.0,-23.0,96.0,0.9080731434258028,-62.19512195121951,-9.623430962343091,1.2307692307692353,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,7,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,6.26,0.67,0.78,0.0,0,0,1.74,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-03-01,84,158,193,7930,307,8088,-114,-0.3,False,Relief: Discharges Exceed Transfers,-4240,0,No Current Backlog Pressure,0,True,2023,3,March,2023-03,Wednesday,8084.0,-82.86,-0.0,0.14,8021.71,-95.86,0.01,0.07,4.0,66.29,-31.14,-18.14,True,True,False,False,Load Above Rolling Average,149.89107155975512,79.07470849651938,2.244324057748897,177.91892214472844,77.23078017599859,2.57058946932026,482.0,644.0,212.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,-24.0,-83.0,-1.21,0.0,-58.0,34.0,-0.295857988165682,267.741935483871,-26.851851851851848,0.4305977710233,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,1,0,2,3,Moderate Daily Strain,1,0,8,8.0,0,No Prolonged Pressure Window,0,3.33,0.0,3.0,6.24,2.45,0.26,0.0,0,0,2.04,Moderate System Stress,Operational Watch Required,Volatility Pressure,3
2023-03-02,130,227,192,7870,335,8097,-143,0.11,False,Relief: Discharges Exceed Transfers,-4383,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Thursday,8057.71,-103.86,-0.3,0.0,8018.5,-92.36,-0.01,0.07,39.29,78.5,-39.14,-50.64,True,True,False,False,Load Above Rolling Average,123.37438184338126,71.30083817045572,2.029283241982369,175.9745392422937,73.56170318735276,2.568617877808569,394.0,644.0,206.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,9.0,-29.0,0.41,0.0,69.0,-60.0,0.1112759643916883,25.43859649122806,43.670886075949376,-0.7566204287515754,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,9,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,6.24,3.08,0.09,0.0,0,0,1.85,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-03-07,88,214,160,7859,259,8073,-99,-0.3,False,Relief: Discharges Exceed Transfers,-4482,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Tuesday,8040.57,-117.71,-0.19,0.0,8049.64,-89.14,0.41,0.07,32.43,23.36,18.71,-9.86,True,True,False,False,Load Above Rolling Average,108.935542321828,55.98724344501542,2.002172629444134,137.67889461343376,72.1002049958221,1.861266849679079,313.0,539.0,177.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-24.0,44.0,-0.41,0.0,-13.0,-11.0,-0.2964060763245624,-30.76923076923077,-5.726872246696035,-0.1397712833545061,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,9,,0,No Prolonged Pressure Window,0,1.67,0.0,2.0,6.22,2.13,0.26,0.0,0,0,1.5,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-08,113,208,159,7885,291,8093,-132,0.25,False,Relief: Discharges Exceed Transfers,-4614,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Wednesday,8043.0,-106.86,0.05,0.0,8074.71,-93.43,0.33,0.07,50.0,18.29,-25.14,-38.57,True,True,False,False,Load Above Rolling Average,110.0409014866672,40.8959189953739,1.9287029937487103,105.5596284799923,72.78283217449476,1.84092129348085,313.0,482.0,116.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,20.0,-33.0,0.55,0.0,-6.0,26.0,0.2477393781741499,33.33333333333333,-2.8037383177570097,0.3308308945158433,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,9,,0,No Prolonged Pressure Window,0,1.67,0.0,2.0,6.24,2.84,0.22,0.0,0,0,1.55,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-09,174,285,150,7786,340,8071,-190,-0.27,False,Relief: Discharges Exceed Transfers,-4804,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Thursday,8081.86,-113.0,0.5,0.0,8078.43,-106.79,0.06,0.07,-10.86,-7.43,-77.0,-83.21,False,False,False,False,Normal Rolling Pressure,23.568542391809025,50.1198563445666,1.218738614110429,104.35642642531678,72.06639948038158,1.5888465994184318,73.0,482.0,159.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-22.0,-58.0,-0.52,0.0,77.0,-99.0,-0.2718398616088024,43.939393939393945,37.01923076923077,-1.2555485098287855,False,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,0,No Major Spike,No Spike Risk,0,0,0,0,0,0,0,0,0,0,Normal Daily Pressure,0,0,9,,0,No Prolonged Pressure Window,0,1.67,0.0,0.0,6.22,4.09,0.23,0.0,0,0,1.18,Normal Operating Pressure,Routine Monitoring,Volatility Pressure,1
2023-03-13,104,230,206,7567,249,7797,-43,-3.39,False,Relief: Discharges Exceed Transfers,-4847,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Monday,8047.29,-107.43,-0.43,0.0,8059.07,-101.43,-0.23,0.07,-250.29,-262.07,64.43,58.43,False,False,False,False,Normal Rolling Pressure,111.26052652177763,55.966826909212095,1.3766228518336003,128.72777734172058,73.9321042846479,1.824146496189502,315.0,484.0,159.0,212.0,Stable Load Volatility,Moderate Intake Volatility,Stable Growth Volatility,1,Low Volatility Pressure,-274.0,147.0,-3.12,0.0,-55.0,-219.0,-3.394870524098625,-77.36842105263158,-19.298245614035093,-2.812740816850756,True,False,True,True,False,False,False,System Load Decrease,Net Intake Increase,3,High Pressure Spike,Major Intake Increase Risk,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,10,10.0,0,No Prolonged Pressure Window,0,1.67,5.0,4.0,5.94,0.92,2.92,0.0,0,0,2.78,Moderate System Stress,Operational Watch Required,Sudden Spike Pressure,3
2023-03-14,147,276,214,7810,181,8086,33,3.71,True,Pressure: Transfers Exceed Discharges,-4814,1,Short-Term Intake Pressure,1,False,2023,3,March,2023-03,Tuesday,8043.57,-98.29,-0.03,0.14,8064.79,-84.21,0.09,0.14,42.43,21.21,131.29,117.21,True,True,False,False,Load Above Rolling Average,109.15410687471856,73.12937003629085,2.064725278624368,127.96404457227662,75.25462272683487,2.0946238089687843,300.0,484.0,223.0,241.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,289.0,76.0,7.1,1.0,46.0,243.0,3.70655380274465,-176.74418604651163,20.0,3.2113122769922064,True,False,False,False,True,True,True,System Load Increase,Net Intake Increase,4,High Pressure Spike,Backlog Severity Escalation,1,0,1,1,0,0,0,1,4,7,High Daily Strain,1,1,10,10.0,0,No Prolonged Pressure Window,0,3.33,6.67,7.0,6.23,0.71,3.2,3.33,0,0,4.2,Critical System Pressure,Immediate Escalation Required,Daily Strain Pressure,5
2023-03-15,108,220,213,7915,286,8135,-73,0.61,False,Relief: Discharges Exceed Transfers,-4887,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Wednesday,8050.29,-92.43,0.1,0.14,8067.14,-87.64,0.05,0.14,84.71,67.86,19.43,14.64,True,True,False,False,Load Above Rolling Average,113.69361501525267,73.30269922919419,2.073312279788987,129.00200185855786,73.42039869855621,2.076476305223309,338.0,484.0,223.0,241.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,49.0,-106.0,-3.1,-1.0,-56.0,105.0,0.6059856542171671,-321.2121212121212,-20.28985507246377,1.3444302176696563,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,6.28,1.57,0.53,0.0,0,0,1.79,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-03-16,180,280,146,7989,308,8269,-162,1.65,False,Relief: Discharges Exceed Transfers,-5049,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Thursday,8074.86,-95.14,0.32,0.14,8066.29,-99.5,0.01,0.07,194.14,202.71,-66.86,-62.5,True,True,False,False,Load Above Rolling Average,140.82190711607268,75.79672062261564,2.15431902841489,127.50289804936946,70.84082916597664,2.0366790465023046,472.0,472.0,223.0,241.0,Stable Load Volatility,Moderate Intake Volatility,Moderate Growth Volatility,2,Low Volatility Pressure,134.0,-89.0,1.04,0.0,60.0,74.0,1.647203441917644,121.91780821917808,27.27272727272727,0.934933670246374,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,3.33,0.0,2.0,6.42,3.48,1.42,0.0,0,0,1.96,Early Pressure Watch,Early Warning Review,Volatility Pressure,2
2023-03-19,134,294,186,7885,306,8179,-120,-1.09,False,Relief: Discharges Exceed Transfers,-5169,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Sunday,8090.0,-98.14,0.21,0.14,8065.29,-107.93,0.01,0.07,89.0,113.71,-21.86,-12.07,True,True,False,False,Load Above Rolling Average,146.18595463768585,76.38810677810288,2.212298955084205,126.48346110881388,65.13827220225076,2.037906839311916,472.0,472.0,223.0,241.0,Stable Load Volatility,Stable Intake Volatility,Moderate Growth Volatility,1,Low Volatility Pressure,-90.0,42.0,-2.74,0.0,14.0,-104.0,-1.0884024670455903,-25.92592592592593,5.000000000000004,-1.301789961196642,False,False,False,False,False,False,False,System Load Decrease,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,1.67,0.0,2.0,6.33,2.58,0.94,0.0,0,0,1.58,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-20,202,313,158,7931,279,8244,-121,0.79,False,Relief: Discharges Exceed Transfers,-5290,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Monday,8111.57,-96.57,0.29,0.14,8077.29,-101.71,0.17,0.07,132.43,166.71,-24.43,-19.29,True,True,False,False,Load Above Rolling Average,157.41225825080198,75.68543924881261,2.2233137002060257,135.244182909979,58.68747549707509,2.003499273935316,472.0,472.0,223.0,223.0,Stable Load Volatility,Stable Intake Volatility,Moderate Growth Volatility,1,Low Volatility Pressure,65.0,-1.0,1.88,0.0,19.0,46.0,0.7947181807066883,0.8333333333333304,6.4625850340136015,0.5833861762840842,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,1.67,0.0,2.0,6.4,2.6,0.68,0.0,0,0,1.57,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-21,110,272,193,8050,221,8322,-28,0.95,False,Relief: Discharges Exceed Transfers,-5318,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Tuesday,8147.43,-73.43,0.46,0.14,8114.64,-93.21,0.48,0.07,174.57,207.36,45.43,65.21,True,True,False,False,Load Above Rolling Average,174.31088811168303,66.57541373724766,2.2201758832085696,124.2476479534992,60.221614534508014,1.7207219606705972,525.0,525.0,195.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,78.0,93.0,0.1599999999999999,0.0,-41.0,119.0,0.9461426491994108,-76.85950413223141,-13.09904153354633,1.5004413062665425,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,6.48,0.6,0.82,0.0,0,0,1.16,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-22,166,277,229,8097,246,8374,-17,0.62,False,Relief: Discharges Exceed Transfers,-5335,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Wednesday,8229.86,-69.71,1.03,0.14,8138.57,-88.57,0.3,0.07,144.14,235.43,52.71,71.57,True,True,False,False,Load Above Rolling Average,102.69603785187508,69.22840044787557,1.4416178081453854,139.83931123625965,63.565489289168845,1.5520537616722163,288.0,577.0,195.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,52.0,11.0,-0.3299999999999999,0.0,5.0,47.0,0.6248497957221932,-39.28571428571429,1.8382352941176403,0.5838509316770102,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,11,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,6.53,0.37,0.53,0.0,0,0,1.14,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-23,136,276,178,8102,331,8378,-153,0.05,False,Relief: Discharges Exceed Transfers,-5488,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Thursday,8271.57,-96.29,0.51,0.0,8157.57,-97.29,0.24,0.07,106.43,220.43,-56.71,-55.71,True,True,False,False,Load Above Rolling Average,93.4074535620672,58.02216325311751,0.8529640197849021,153.36769005121897,63.42824967743369,1.5431993668072457,243.0,581.0,145.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,4.0,-136.0,-0.57,0.0,-1.0,5.0,0.0477668975400025,800.0,-0.3610108303249149,0.0617512659009555,False,False,True,False,False,False,False,System Load Increase,Net Intake Decrease,1,Moderate Pressure Spike,Moderate Spike Watch,1,0,1,1,0,0,0,0,3,6,High Daily Strain,1,1,12,12.0,1,Short Prolonged Pressure Window,0,0.0,1.67,6.0,6.53,3.29,0.04,0.0,7,0,2.65,High System Stress,Priority Monitoring Required,Prolonged Window Pressure,4
2023-03-26,87,246,173,7847,352,8093,-179,-3.4,False,Relief: Discharges Exceed Transfers,-5667,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Sunday,8265.57,-111.43,-0.06,0.0,8157.93,-101.93,0.02,0.07,-172.57,-64.93,-67.57,-77.07,False,False,False,False,Normal Rolling Pressure,104.35014317646991,64.41236201966493,1.700866725833514,153.19894771967594,67.02291718935723,1.8238567094767328,285.0,581.0,162.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,-285.0,-26.0,-3.45,0.0,-30.0,-255.0,-3.4017665313917367,16.99346405228759,-10.869565217391308,-3.147371019501355,True,False,False,False,False,False,False,System Load Decrease,Net Intake Decrease,1,Moderate Pressure Spike,Moderate Spike Watch,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,12,12.0,1,Short Prolonged Pressure Window,0,0.0,1.67,4.0,6.24,3.85,2.93,0.0,7,0,2.36,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-03-27,84,171,157,7994,235,8165,-78,0.89,False,Relief: Discharges Exceed Transfers,-5745,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Monday,8250.71,-99.43,-0.17,0.0,8162.79,-97.29,0.08,0.07,-85.71,2.21,21.43,19.29,False,True,False,False,Normal Rolling Pressure,110.97404243892164,61.1633254569466,1.594333716635259,152.1932873135182,66.20530837586112,1.838647526111169,285.0,581.0,162.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,72.0,101.0,4.29,0.0,-75.0,147.0,0.8896577289015273,-56.4245810055866,-30.487804878048784,1.873327386262269,False,False,False,False,True,False,False,System Load Increase,Net Intake Increase,1,Moderate Pressure Spike,Moderate Spike Watch,0,0,1,1,0,0,0,0,2,4,Moderate Daily Strain,1,0,12,12.0,1,Short Prolonged Pressure Window,0,0.0,1.67,4.0,6.31,1.68,0.77,0.0,7,0,2.13,Moderate System Stress,Operational Watch Required,Prolonged Window Pressure,3
2023-03-28,167,209,157,8079,223,8288,-66,1.51,False,Relief: Discharges Exceed Transfers,-5811,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Tuesday,8266.29,-91.71,0.2,0.0,8178.14,-94.93,0.21,0.07,21.71,109.86,25.71,28.93,True,True,False,False,Load Above Rolling Average,106.80311213584628,61.54054025793148,1.6462930943124774,153.27996363760508,66.72499737523626,1.873448955539218,285.0,581.0,162.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,123.0,12.0,0.62,0.0,38.0,85.0,1.5064298836497292,-15.384615384615383,22.222222222222232,1.0632974731048297,False,False,False,False,False,False,False,System Load Increase,Net Intake Increase,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,13,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,6.44,1.42,1.3,0.0,0,0,1.23,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
2023-03-29,109,245,159,8208,267,8453,-108,1.99,False,Relief: Discharges Exceed Transfers,-5919,0,No Current Backlog Pressure,0,False,2023,3,March,2023-03,Wednesday,8296.14,-89.86,0.37,0.0,8203.86,-93.21,0.33,0.07,156.86,249.14,-18.14,-14.79,True,True,False,False,Load Above Rolling Average,126.86400667830634,60.6998862476379,1.775225002506389,167.4403945118495,66.00370452473878,1.933370910333316,360.0,656.0,162.0,223.0,Stable Load Volatility,Stable Intake Volatility,Stable Growth Volatility,0,Stable Pressure,165.0,-42.0,0.48,0.0,36.0,129.0,1.9908301158301225,63.63636363636365,17.22488038277512,1.596732268845158,False,False,False,False,False,False,False,System Load Increase,Net Intake Decrease,0,No Major Spike,No Spike Risk,1,0,0,0,0,0,0,0,1,2,Normal Daily Pressure,0,0,13,,0,No Prolonged Pressure Window,0,0.0,0.0,2.0,6.61,2.32,1.72,0.0,0,0,1.33,Early Pressure Watch,Early Warning Review,Daily Strain Pressure,2
